ID|COUPONCODE|COUPONTYPE|CREATED_AT|CUSTOMERNAME|CUSTOMERREVIEW|GROSSMARGIN|ORDERTYPE|PAYMENTTYPE|AMOUNT|SERVINGTIME|TXNID|PRODUCT_ID|STORE_ID|CUSTOMER_ID
33661915||Multi-Use Personal|2018-01-17 15:46:35.000000|Emma Fisher|5|1.05|mobile-app|Apple Pay|8.05|21|TPABI4I1I4|4087|8365|518
38367140||One-time Personal|2019-02-08 11:04:26.000000|Alan Jones|1|1.54|in-store|Stripe|8.54|107|DMF5CX4WAC|4267|8284|1048
39967269|10%OFF|National|2019-06-05 11:49:39.000000|Gabrielle Arnold|3|2.32|drive-thru|Cash|7.32|437|87J2XMJLCR|4482|8635|3630
33987293||Multi-Use Personal|2019-09-17 00:00:00.000000|Richard Mackenzie|3|1.57|drive-thru|Apple Pay|3.57|591|Q3KVD4BF8M|4077|8431|2434
36660758|BOGO|Multi-Use Personal|2019-04-25 15:40:12.000000|Deirdre Grant|4|0.42|drive-thru|Google Pay|6.42|319|CPO9PZ4DFB|4098|8074|3403
33903642||National|2018-12-22 11:40:36.000000|Frank Springer|2|0.26|call-in|Debit Card|1.26|486|P8BM41MYJD|4075|8258|2029
34431004|5%OFF|Multi-Use Personal|2018-04-25 14:33:10.000000|Alexandra Mathis|2|2.28|in-store|Gift Card|4.28|546|DRKK8ZHOK7|4182|8333|1355
34992066|10%OFF|Regional|2018-10-10 16:35:09.000000|Alison Berry|2|3.76|drive-thru|Apple Pay|9.76|13|5HPJV6VKV7|4034|8613|3557
33696537|BOGO|National|2018-03-30 08:34:43.000000|Matt Marshall|1|0.56|drive-thru|Stripe|7.56|210|R5QMWXN81X|4086|8354|2384
37084367|5%OFF|One-time Personal|2018-11-27 12:11:32.000000|Simon White|5|3.11|mobile-app|Debit Card|9.11|193|S7G8YKZRZN|4464|8083|391
34133971|BUY5GET1|Multi-Use Personal|2019-07-04 10:38:52.000000|Jack Marshall|2|0.63|mobile-app|Debit Card|7.63|359|92X4I9D9MS|4089|8478|3717
35096964||Multi-Use Personal|2019-03-15 14:32:05.000000|Sally Paterson|2|5.10|in-store|Apple Pay|12.10|211|KDV0OKWEZJ|4016|8612|1337
34808810||National|2019-09-29 08:11:05.000000|Heather Tucker|2|2.10|in-store|Cash|5.10|513|OOLFOOWQGI|4176|8198|1568
35263829|5%OFF|Multi-Use Personal|2019-07-25 11:22:22.000000|Sarah Fraser|4|1.89|call-in|Debit Card|8.89|265|E5KFD5L0JW|4040|8586|1511
34454268|5%OFF|National|2018-06-18 16:39:04.000000|Jack McDonald|2|2.36|call-in|Gift Card|9.36|328|XLWQYFX5MB|4212|8493|3663
37442704|5%OFF|One-time Personal|2018-08-30 14:09:12.000000|Joan Jackson|5|0.77|in-store|Google Pay|7.77|8|G976EVPRPW|4399|8471|2259
34704689|5%OFF|Multi-Use Personal|2019-05-22 16:47:47.000000|Bella Mills|1|2.00|drive-thru|Google Pay|6.00|578|ES55A0HDVY|4215|8431|2263
34643279|10%OFF|Multi-Use Personal|2019-02-26 09:21:12.000000|Lisa Churchill|2|3.20|call-in|Gift Card|9.20|152|DQHON8G11R|4007|8470|1981
34152295|BOGO|Regional|2019-07-18 09:22:52.000000|Rachel May|5|0.08|call-in|Apple Pay|2.08|97|IZVAK9GRKD|4079|8517|3640
33886238|BOGO|Multi-Use Personal|2018-12-05 14:24:46.000000|Megan Wallace|2|1.36|in-store|Credit Card|2.36|535|7H1AGJHOE6|4074|8343|1153
34395954||Regional|2018-01-31 16:10:49.000000|Phil Robertson|1|0.60|mobile-app|Paypal|4.60|26|HRGVYQJS97|4217|8330|2821
34512090|BUY5GET1|Regional|2018-10-10 14:56:46.000000|Fiona Jones|3|4.40|in-store|Credit Card|6.40|362|Z6IK45RWH2|4188|8295|1161
37840646|BUY5GET1|Regional|2019-04-28 10:12:56.000000|Una Wilson|1|3.42|in-store|Credit Card|6.42|300|40TQHOICXW|4064|8823|3230
34746238|BUY5GET1|One-time Personal|2019-07-14 10:09:29.000000|Nicholas Jackson|4|2.69|mobile-app|Apple Pay|3.69|244|XTO18P2W56|4200|8269|3034
34785603|BUY5GET1|National|2019-09-02 07:11:29.000000|Rebecca Watson|5|0.08|drive-thru|Stripe|1.08|401|RXLY1KXWXF|4201|8476|2885
33261570|10%OFF|National|2013-08-07 21:25:49.000000|William Martin|2|0.00|call-in|Cash|7.00|397|IU45LB3TWX|4180|8553|1475
34581372|5%OFF|Multi-Use Personal|2018-12-30 10:54:36.000000|Kylie Chapman|1|0.00|call-in|Apple Pay|7.00|179|ZNN9KCRDD5|4211|8334|3387
39360098|10%OFF|National|2019-05-28 16:22:47.000000|Warren Lawrence|4|0.30|in-store|Credit Card|2.30|206|XLBFLIVXI9|4504|8150|3275
39259789|BUY5GET1|National|2019-01-24 13:33:57.000000|Eric Lee|1|2.04|mobile-app|Cash|9.04|564|QCZWIYE28B|4519|8357|1418
34747747|BOGO|Regional|2019-07-16 08:23:06.000000|Ella Sutherland|5|4.62|mobile-app|Credit Card|10.62|387|P9HQJBSE5M|4209|8124|364
35631020|10%OFF|Regional|2018-09-07 13:47:28.000000|Christopher Taylor|3|0.30|mobile-app|Gift Card|2.30|456|MJEGWLX1XD|4537|8772|2305
34396877|BOGO|National|2018-02-03 08:45:50.000000|Christian Coleman|3|1.44|call-in|Stripe|7.44|261|R9PASUD0UI|4008|8486|1294
34002279|5%OFF|Multi-Use Personal|2019-03-24 12:44:24.000000|Alexandra Turner|3|0.40|in-store|Paypal|2.40|118|8CQ46R51N2|4079|8480|3509
37966122|10%OFF|One-time Personal|2017-11-04 12:39:00.000000|Alexander Paterson|4|0.56|mobile-app|Apple Pay|7.56|11|5YMKZ2I5GB|4255|8995|3707
34628635|5%OFF|Regional|2019-02-15 15:56:43.000000|Carol Paterson|1|1.12|drive-thru|Credit Card|8.12|504|980JTEP2HK|4210|8229|795
34771497|BOGO|National|2019-08-15 08:23:09.000000|Amelia Bower|2|0.42|in-store|Cash|3.42|139|U2ES2TVPOL|4184|8201|582
34075124|10%OFF|One-time Personal|2019-05-20 16:18:56.000000|Katherine Wallace|4|0.70|call-in|Credit Card|7.70|229|FXYDWJ2MZ1|4087|8412|1107
39726176|BUY5GET1|Multi-Use Personal|2018-11-24 09:59:14.000000|Bernadette Slater|4|2.40|drive-thru|Paypal|5.40|285|PV9WL0NQ8I|4490|8304|3087
34196835|10%OFF|National|2019-08-21 15:22:23.000000|Angela Lyman|5|0.00|call-in|Stripe|7.00|393|ZFC2VCHIYE|4089|8316|262
37795481|5%OFF|Multi-Use Personal|2019-02-13 12:45:28.000000|Victor Skinner|4|0.60|drive-thru|Cash|3.60|347|MHYNH2BGW1|4072|8820|61
34530776|BOGO|Regional|2018-11-06 17:18:25.000000|Nathan Thomson|4|0.84|drive-thru|Cash|6.84|398|WM7R6O4Z8C|4223|8188|1773
36776854|10%OFF|Multi-Use Personal|2019-07-14 09:16:10.000000|Gabrielle Bell|1|0.10|in-store|Paypal|1.10|155|Q34K3PAHY1|4123|8367|385
34442099|BOGO|Multi-Use Personal|2018-05-22 15:05:55.000000|Chloe Bond|2|1.35|call-in|Gift Card|6.35|188|16J8628MGG|4186|8103|531
35288666|5%OFF|One-time Personal|2019-08-08 13:14:54.000000|Fiona McLean|5|0.72|drive-thru|Credit Card|4.72|3|JT1EF33PM9|4021|8622|3976
34583263|10%OFF|Regional|2019-01-01 08:57:46.000000|Joseph Newman|1|0.13|in-store|Stripe|1.13|248|ESXN4ADR4S|4202|8397|676
35296222|5%OFF|Regional|2019-08-12 16:36:29.000000|Piers Cameron|3|0.78|mobile-app|Credit Card|6.78|335|5SZJ8GY7OH|4030|8641|3120
34449924|5%OFF|National|2018-06-09 13:22:12.000000|Richard Bailey|2|1.62|in-store|Google Pay|7.62|16|ALZW63CLEP|4223|8453|1814
35942024||National|2019-05-13 06:18:16.000000|Adrian Quinn|3|2.96|call-in|Paypal|8.96|251|TC6HINZEFI|4523|8732|3153
37202991||National|2019-09-21 00:00:00.000000|Zoe Bailey|4|5.23|in-store|Cash|7.16|357|TS5VNZO8GX|4438|8736|985
34566715||Regional|2018-12-15 09:18:25.000000|Emily Morgan|2|0.49|drive-thru|Cash|7.49|421|6ARS7O2BEW|4211|8435|3157
34212213|5%OFF|Regional|2019-09-01 12:06:29.000000|Sophie Marshall|5|0.38|drive-thru|Cash|2.38|516|IAUS9F7XVJ|4079|8166|2153
37886227|5%OFF|Regional|2019-07-05 08:34:22.000000|Vanessa Greene|5|2.44|call-in|Stripe|7.44|75|JKBMXBQFSZ|4050|8805|3665
39157552|BUY5GET1|Regional|2018-08-16 08:44:28.000000|Kimberly Carr|2|0.60|call-in|Gift Card|4.60|526|FOWO6WF059|4511|8958|2120
34434392|10%OFF|National|2018-05-04 17:23:12.000000|William Rees|4|1.08|call-in|Credit Card|8.08|546|3ZFZR82KGG|4220|8437|3954
35848257|5%OFF|Regional|2019-03-18 16:36:33.000000|Dan Gray|5|0.75|drive-thru|Credit Card|5.75|112|N9PO57XWJG|4566|8733|3900
38713317|10%OFF|One-time Personal|2019-08-05 17:02:23.000000|Gordon Murray|5|0.24|in-store|Cash|4.24|347|O6GU210PO1|4351|8706|28
37909869|BUY5GET1|Regional|2019-08-05 09:57:30.000000|Chloe Quinn|1|0.64|mobile-app|Google Pay|4.64|552|ID5GAOZK8W|4069|8732|2581
36862023||Regional|2019-08-31 14:05:44.000000|Alan Ball|1|3.24|drive-thru|Debit Card|10.24|188|2UATJ8ASTI|4105|8343|3516
34480482||Multi-Use Personal|2018-08-11 12:51:22.000000|Emily McGrath|2|2.68|drive-thru|Cash|9.68|553|048DM37OQM|4219|8237|2713
34102745|10%OFF|One-time Personal|2019-06-09 07:38:27.000000|Joe Newman|2|0.18|drive-thru|Paypal|2.18|137|Z6TC18DGH7|4081|8082|3840
34504314|10%OFF|National|2018-09-25 16:03:48.000000|Zoe Ferguson|1|3.15|in-store|Google Pay|6.15|295|CNKNQNE452|4176|8129|2884
34570065|BOGO|One-time Personal|2018-12-19 16:03:22.000000|Sarah Mitchell|1|1.54|drive-thru|Debit Card|8.54|396|X2TE9JYQO4|4214|8501|1514
34378613|BUY5GET1|Multi-Use Personal|2017-12-21 07:04:33.000000|Isaac Russell|4|1.61|drive-thru|Credit Card|8.61|411|UDH8CILXQM|4214|8446|2416
34844134|10%OFF|Multi-Use Personal|2018-02-04 10:29:22.000000|Pippa Knox|1|1.12|in-store|Stripe|8.12|126|ZSFMNHUKEZ|4014|8589|2577
34372590|5%OFF|One-time Personal|2017-12-04 10:12:37.000000|Ella Lyman|1|1.33|call-in|Apple Pay|8.33|491|Y1UWMBY31T|4211|8274|2589
34047685|10%OFF|Regional|2019-04-30 13:08:41.000000|Luke White|5|0.78|in-store|Debit Card|3.78|72|QN8RLF6YWX|4082|8189|2970
35148951|5%OFF|Regional|2019-05-09 09:42:06.000000|Theresa Hudson|1|1.24|drive-thru|Stripe|8.24|127|R9KILVWBG7|4043|8575|2706
39715050|10%OFF|National|2018-11-15 17:13:05.000000|Megan Taylor|3|0.65|mobile-app|Credit Card|5.65|560|H46RYDLTFF|4498|8357|3815
34364701|5%OFF|Multi-Use Personal|2017-11-10 17:11:36.000000|Boris Clarkson|5|0.30|mobile-app|Paypal|6.30|84|2OEJV795N1|4009|8156|3479
34088526|BUY5GET1|Regional|2019-05-28 15:16:37.000000|Katherine Pullman|4|0.98|drive-thru|Stripe|7.98|467|UAJ9QEE3TT|4090|8116|1888
34672708||One-time Personal|2019-04-07 08:09:00.000000|Kylie Lawrence|4|2.56|in-store|Stripe|7.56|255|V41KJ3YLE5|4185|8115|2751
38982224|BUY5GET1|National|2019-06-01 10:41:04.000000|Madeleine Skinner|1|1.64|in-store|Apple Pay|6.55|267|7UYAVBTM6M|4470|8590|2269
34793123|10%OFF|Multi-Use Personal|2019-09-10 16:23:28.000000|Cameron Ince|5|0.24|drive-thru|Debit Card|4.24|275|E2BPIEQKOC|4216|8135|147
36674582|BUY5GET1|Regional|2019-05-06 07:57:29.000000|Stewart Roberts|2|0.30|mobile-app|Gift Card|6.30|368|4MMX5MYG49|4099|8996|3384
34456118|BOGO|Multi-Use Personal|2018-06-21 13:32:22.000000|Benjamin Cameron|3|3.24|mobile-app|Gift Card|10.24|102|HF87V7H1DV|4207|8343|1348
36816861|5%OFF|Multi-Use Personal|2019-08-05 09:13:38.000000|David McGrath|3|0.72|mobile-app|Apple Pay|6.72|147|SJLF7KD8EG|4098|8450|965
34219107||Multi-Use Personal|2019-09-06 16:42:52.000000|Jane Brown|3|0.13|in-store|Google Pay|1.13|30|GDJUQ3TKMH|4075|8309|232
35325098||National|2019-08-30 07:43:01.000000|Sophie Simpson|5|3.30|mobile-app|Paypal|10.30|318|9HGU8R5VC1|4016|8632|2345
34588881|10%OFF|One-time Personal|2019-01-07 14:06:59.000000|Evan Gill|5|3.44|mobile-app|Cash|4.44|370|ST9VL2VWJF|4173|8450|914
38740335|5%OFF|Multi-Use Personal|2019-08-16 10:04:38.000000|Diane Hill|1|3.20|in-store|Google Pay|5.20|227|7DR8W9Q635|4251|8616|1716
35248112|BUY5GET1|One-time Personal|2019-07-15 10:22:37.000000|Madeleine McDonald|2|0.46|in-store|Gift Card|2.46|313|F7LG8FML8C|4012|8626|2657
34506288|BOGO|One-time Personal|2018-09-29 09:56:16.000000|Audrey Berry|3|2.00|in-store|Google Pay|7.00|338|SH669ZSO5T|4185|8324|789
39493624|5%OFF|One-time Personal|2017-12-16 14:41:01.000000|Jan Anderson|2|1.35|call-in|Paypal|5.35|68|44PJRQ130S|4485|8715|458
34959453|BUY5GET1|Regional|2018-08-20 12:16:47.000000|Rebecca Carr|5|0.21|in-store|Debit Card|7.21|330|HJLFFLVKHM|4042|8593|3790
36720037|10%OFF|Multi-Use Personal|2019-06-06 07:50:16.000000|Leonard Peake|1|1.92|in-store|Stripe|9.92|576|HBM30YNL6G|4104|8198|2088
37275839|BOGO|Multi-Use Personal|2019-06-30 10:38:52.000000|Victoria Forsyth|1|4.15|in-store|Google Pay|9.04|584|GZTNRGM1LO|4442|8450|528
37428586|10%OFF|National|2018-07-12 15:51:39.000000|Stewart Clarkson|3|0.85|call-in|Cash|5.85|164|RST65ZK8P6|4402|8293|3117
34894689|5%OFF|Multi-Use Personal|2018-05-27 11:31:43.000000|Jennifer Powell|3|1.00|call-in|Cash|2.00|353|8DL29MB7PT|4038|8626|3819
34527150|5%OFF|Regional|2018-11-02 12:20:38.000000|Carolyn Ogden|3|0.00|in-store|Stripe|6.00|528|V73TFFDH2T|4223|8195|797
37944670||Regional|2019-09-17 16:07:02.000000|Alexandra Henderson|1|1.66|drive-thru|Gift Card|6.66|272|XSGAK6QVDW|4050|8178|2056
35786712|5%OFF|Regional|2019-01-28 20:40:23.000000|Connor Butler|3|2.36|call-in|Debit Card|9.36|283|7DVZAD3J2Y|4562|8719|3413
35880454|10%OFF|Multi-Use Personal|2019-04-11 12:47:27.000000|Jake Nash|1|3.12|call-in|Apple Pay|4.12|80|49D66SFLPN|4529|8725|3258
33826021|10%OFF|Multi-Use Personal|2018-10-03 16:41:45.000000|Benjamin Burgess|5|0.20|in-store|Google Pay|2.20|583|TYYP34YWM2|4078|8480|643
34689531|BUY5GET1|Multi-Use Personal|2019-05-02 07:58:59.000000|Max Burgess|3|1.26|call-in|Credit Card|7.26|251|5FDA4NQTE5|4008|8232|3679
33811410|BOGO|One-time Personal|2018-09-17 12:47:19.000000|James Mills|5|1.72|drive-thru|Credit Card|3.72|224|064Y25F8EY|4077|8279|700
34624129|5%OFF|Regional|2019-02-11 10:43:52.000000|Thomas Langdon|5|1.44|mobile-app|Apple Pay|7.44|12|T3EBV49NAZ|4222|8301|2206
37318841|BOGO|Regional|2019-08-11 17:51:29.000000|Donna Howard|1|3.53|mobile-app|Debit Card|10.46|577|AELDUJCQQ0|4452|8237|1307
33841379|BUY5GET1|Multi-Use Personal|2018-10-22 15:35:50.000000|Abigail Bower|1|0.18|call-in|Gift Card|2.18|361|G5BMO8UTXD|4079|8121|2883
36193499|10%OFF|One-time Personal|2019-08-09 13:45:01.000000|Alison Arnold|4|2.96|call-in|Google Pay|6.96|53|G3RT17NFKO|4538|8775|1619
34043014||Multi-Use Personal|2019-04-26 17:21:59.000000|James Burgess|3|0.06|mobile-app|Credit Card|3.06|348|P7NAZPNRCA|4083|8266|2053
34811685|BUY5GET1|Regional|2017-10-11 08:32:04.000000|Michael Wilkins|4|5.10|drive-thru|Debit Card|12.10|495|8K8AC2TR2O|4016|8570|1905
34783558|BOGO|Multi-Use Personal|2019-08-30 16:36:12.000000|Julia Henderson|2|0.21|call-in|Stripe|1.21|283|XBN12LAZ7S|4192|8426|1220
33828514|5%OFF|National|2018-10-06 11:44:46.000000|Gabrielle Mackay|4|0.91|in-store|Cash|7.91|140|F46946QVK1|4087|8164|2407
34395793|5%OFF|Regional|2018-01-31 10:30:48.000000|Anthony Fraser|3|0.51|call-in|Google Pay|3.51|218|EQN3YIL8AE|4184|8331|3657
37040298|BOGO|Multi-Use Personal|2018-09-23 11:05:12.000000|Phil Walsh|2|4.64|drive-thru|Paypal|6.00|280|3STQQAAO5I|4458|8759|1135
37853444|5%OFF|Regional|2019-05-16 13:12:55.000000|Ian Bailey|2|1.80|call-in|Google Pay|5.80|407|8DRS2SW53K|4056|8138|814
36515854||Regional|2018-10-15 08:37:00.000000|Lauren Peake|3|0.56|call-in|Google Pay|7.56|85|Q0S92IHE2L|4131|8201|1919
34521449|BUY5GET1|National|2018-10-25 12:07:01.000000|Benjamin Cameron|4|1.82|in-store|Stripe|8.82|475|RZJ6QXV2PN|4181|8274|1348
38561290|10%OFF|National|2019-06-08 14:35:47.000000|Claire Paterson|5|3.74|mobile-app|Cash|7.74|147|OQV2J9H7XA|4326|8009|2710
34678084|BOGO|Regional|2019-04-15 07:32:48.000000|Ruth Hardacre|4|1.58|in-store|Credit Card|2.58|483|KA5HNGJTWW|4170|8106|2906
34415878|BUY5GET1|One-time Personal|2018-03-18 15:45:32.000000|Paul Sharp|4|0.10|mobile-app|Paypal|1.10|279|1CBIMD092D|4193|8499|1336
36957172|BUY5GET1|One-time Personal|2018-04-25 09:16:42.000000|Jason May|4|4.88|drive-thru|Credit Card|11.27|270|6994HO4XAY|4435|8507|149
39326044|BOGO|One-time Personal|2019-04-19 08:27:28.000000|Sophie Marshall|2|0.24|mobile-app|Cash|4.24|21|8WFU9X7NL1|4501|8103|2153
34082358||Multi-Use Personal|2019-05-23 15:29:04.000000|Olivia Butler|4|3.27|mobile-app|Credit Card|9.27|34|2CTKYW2VHK|4088|8468|3250
34434155|BOGO|National|2018-05-03 17:16:44.000000|Virginia Ferguson|3|1.05|drive-thru|Google Pay|8.05|280|EIO2IAR35K|4211|8106|934
34550803|10%OFF|National|2018-11-28 17:27:28.000000|Audrey Dyer|4|0.51|call-in|Debit Card|3.51|528|UVGP8Y4QII|4178|8315|1072
39533963|BOGO|Regional|2018-03-22 16:06:49.000000|Sally Underwood|2|2.15|in-store|Paypal|6.15|368|49DG2XMAOM|4485|8844|401
35130130|10%OFF|One-time Personal|2019-04-23 13:03:17.000000|Matt Carr|5|4.60|in-store|Stripe|11.60|521|3V4W4RZQXW|4016|8644|1565
34621234|BUY5GET1|Multi-Use Personal|2019-02-08 12:58:10.000000|Sebastian Powell|2|2.89|mobile-app|Cash|8.89|571|C2Y8ER3JV1|4221|8075|2309
34804794||Regional|2019-09-24 13:07:18.000000|Una Ross|5|1.60|drive-thru|Paypal|5.60|305|L09A5DKIJZ|4215|8540|546
34484624|BUY5GET1|National|2018-08-20 17:20:43.000000|Sarah Fraser|1|2.05|in-store|Cash|8.05|187|JN9M2YD8UF|4006|8327|1511
39708281|BUY5GET1|One-time Personal|2018-11-08 17:35:07.000000|Neil Smith|1|0.36|drive-thru|Google Pay|3.36|200|AL16G9NHPI|4488|8933|2646
34126820||Multi-Use Personal|2019-06-28 17:06:33.000000|Luke Bond|5|1.33|drive-thru|Cash|3.33|163|3BVCINGVJZ|4080|8355|3595
34382141||National|2017-12-29 13:53:16.000000|Kimberly Bower|3|0.11|drive-thru|Cash|1.11|92|8GY1UQ4P5Q|4201|8467|3587
34023923|BUY5GET1|Multi-Use Personal|2019-04-09 08:38:11.000000|Fiona Smith|1|0.70|in-store|Credit Card|7.70|285|ABP2P34BV5|4090|8552|2483
34724345|5%OFF|Regional|2019-06-15 15:43:22.000000|Amanda Thomson|4|0.16|mobile-app|Debit Card|2.16|93|GB635WBSKX|4190|8113|3379
35182972|10%OFF|Regional|2019-06-02 11:14:18.000000|Dorothy Henderson|5|1.57|in-store|Stripe|3.57|587|XFKSC217M4|4011|8634|593
33716469|BOGO|Multi-Use Personal|2018-05-03 10:29:30.000000|Ryan Mitchell|2|1.78|call-in|Apple Pay|3.78|99|0JGIKPJOBJ|4077|8437|1082
38909791||One-time Personal|2018-11-11 14:53:54.000000|Nicola North|4|2.95|call-in|Cash|7.86|418|APTBY8KSZX|4470|8690|100
38420270|BOGO|Regional|2019-03-25 12:21:14.000000|Jason Clark|4|2.54|in-store|Paypal|6.54|34|FRBO66VUZ4|4326|8967|1331
39330338|5%OFF|Regional|2019-04-24 15:08:26.000000|Kylie Ince|3|1.20|mobile-app|Apple Pay|7.20|13|NDOFEC7WLE|4507|8937|382
33703853||One-time Personal|2018-04-11 14:41:14.000000|Anna Mills|5|0.04|drive-thru|Stripe|2.04|289|7P5DSDB515|4079|8202|3762
34775039|5%OFF|National|2019-08-19 10:26:14.000000|Oliver King|5|3.24|mobile-app|Google Pay|10.24|343|SR53F76C2B|4212|8535|3009
34368020|5%OFF|One-time Personal|2017-11-20 15:36:18.000000|Leonard Peake|4|1.04|call-in|Paypal|2.04|314|AH43Y7FTMQ|4175|8480|2088
37568034|5%OFF|Multi-Use Personal|2019-07-24 08:42:29.000000|Brian Cameron|5|1.68|in-store|Google Pay|7.68|335|UO2DKBI4LV|4376|8998|3842
33590595|BOGO|Multi-Use Personal|2019-08-04 07:52:35.000000|Michael Ellison|1|1.94|in-store|Stripe|6.69|435|4TIM4J7FSW|4432|8975|1363
39050005||One-time Personal|2017-11-24 11:15:49.000000|Carol Baker|1|0.76|in-store|Apple Pay|4.76|246|C7KC9PKIMP|4501|8984|2127
34406612||Multi-Use Personal|2018-02-22 17:43:27.000000|Jack Springer|1|0.44|in-store|Paypal|4.44|447|3WYZ4239FN|4177|8272|841
33933416||One-time Personal|2019-01-21 13:31:31.000000|Julia Graham|5|1.27|in-store|Paypal|3.27|90|CHS2TB2FHJ|4080|8219|1191
35093136|10%OFF|Regional|2019-03-09 13:56:47.000000|Benjamin Skinner|1|0.44|mobile-app|Debit Card|2.44|393|1Y18ZFYLSA|4012|8608|3688
36337105|BOGO|Multi-Use Personal|2017-12-12 09:05:40.000000|Vanessa Ferguson|2|0.04|drive-thru|Paypal|2.04|111|MTYFGD3O70|4113|8894|1714
33861691|5%OFF|One-time Personal|2018-11-11 14:32:19.000000|Theresa Arnold|5|0.46|drive-thru|Debit Card|2.46|354|BQNID7HEXJ|4081|8109|2492
34760729||One-time Personal|2019-08-02 08:29:25.000000|Jennifer Burgess|3|0.17|drive-thru|Debit Card|1.17|166|MM6KKPWWCI|4193|8476|3123
38994413|5%OFF|National|2019-06-26 16:55:49.000000|Jacob Davies|5|2.15|call-in|Paypal|6.34|8|L5VCLVR7NK|4471|8465|277
34695804|BOGO|One-time Personal|2019-05-11 07:19:34.000000|Nathan Springer|2|0.69|call-in|Apple Pay|3.69|23|QE42XQYN64|4189|8328|1317
35141358|BOGO|Regional|2019-05-03 16:49:06.000000|Kylie Lawrence|3|2.64|mobile-app|Stripe|8.64|554|YG00K8E9X0|4031|8575|2751
34662851|BOGO|Multi-Use Personal|2019-03-27 16:41:00.000000|Owen Ince|1|1.12|mobile-app|Gift Card|5.12|276|YVXODQYHMO|4216|8197|177
33666203||One-time Personal|2018-01-26 13:59:01.000000|Theresa Stewart|5|5.16|call-in|Debit Card|11.16|575|DJFYWMYUK5|4088|8416|3812
37488806|10%OFF|National|2019-01-16 12:13:54.000000|Bernadette Edmunds|4|1.15|in-store|Credit Card|6.15|566|G5Y76X2RQ6|4418|8080|653
38526559|BOGO|Regional|2019-05-24 07:28:41.000000|Lisa Ince|5|1.63|drive-thru|Gift Card|3.63|245|0EKJPV4GOG|4248|8076|3209
35947751||One-time Personal|2019-05-15 14:46:11.000000|Isaac Smith|2|0.84|mobile-app|Cash|4.84|256|YKYPXZSP7V|4555|8773|3919
34537103|10%OFF|Regional|2018-11-13 11:38:09.000000|Lisa Short|2|0.87|in-store|Stripe|3.87|458|GHPRGY2217|4178|8382|3579
33803439|10%OFF|Multi-Use Personal|2018-09-07 11:24:53.000000|Luke Payne|4|1.39|mobile-app|Google Pay|3.39|537|JTW7V6CK3R|4076|8439|1640
36606694|10%OFF|Regional|2019-02-18 14:24:48.000000|Luke Terry|1|2.92|drive-thru|Credit Card|9.92|171|5P646JT1IV|4103|8077|113
34514409|BUY5GET1|National|2018-10-13 09:24:11.000000|Sean Ince|2|1.48|in-store|Cash|2.48|51|JLWYV40JYY|4170|8428|254
33819550|5%OFF|National|2018-09-25 08:13:14.000000|Michael Randall|3|0.63|drive-thru|Cash|3.63|577|GHS6BLWSW6|4083|8406|3502
36003135|10%OFF|One-time Personal|2019-06-05 06:16:18.000000|Vanessa Berry|4|1.38|mobile-app|Cash|7.38|330|KDAJC4YHGG|4524|8678|2254
34083311|BOGO|National|2019-05-24 13:11:36.000000|Alan Carr|1|0.30|drive-thru|Debit Card|2.30|317|6ZZYUJU1GS|4079|8112|611
33857978||National|2018-11-07 08:46:02.000000|Maria Glover|2|1.61|mobile-app|Stripe|8.61|526|64Q9Y1YP6N|4090|8480|2952
33694125|BOGO|National|2018-03-28 15:26:48.000000|Lisa Short|5|0.63|call-in|Debit Card|3.63|200|2RHPSZSWL8|4083|8217|3579
36907050|10%OFF|One-time Personal|2017-12-05 17:38:54.000000|Hannah Pullman|5|3.85|in-store|Credit Card|11.29|521|WWFD9RBU0P|4449|8306|53
34375587|5%OFF|National|2017-12-13 09:05:16.000000|Tracey Lambert|5|0.12|call-in|Paypal|3.12|259|5R3KYXKGS5|4183|8075|1698
38636172|10%OFF|Multi-Use Personal|2019-07-06 14:48:47.000000|Rebecca Ellison|5|0.68|mobile-app|Paypal|4.68|308|O5GQOO1RXA|4351|8277|145
34786411|10%OFF|National|2019-09-03 10:49:42.000000|Gabrielle Lawrence|5|0.40|in-store|Paypal|4.40|416|11UGTOOX79|4217|8504|1596
38926651|5%OFF|National|2018-12-31 16:44:17.000000|Emily Ferguson|2|3.99|call-in|Paypal|6.89|472|5NIPYSN6QL|4472|8356|3712
34217994|5%OFF|One-time Personal|2019-09-05 14:53:16.000000|Adam Davidson|5|1.82|mobile-app|Debit Card|8.82|452|AYBZ1SC78M|4086|8206|331
34598334|10%OFF|National|2019-01-17 17:41:35.000000|Edward Gill|4|3.35|drive-thru|Debit Card|6.35|524|OCZRMS4W4U|4194|8197|2130
34047665||Multi-Use Personal|2019-04-30 17:37:19.000000|Pippa Robertson|4|0.56|drive-thru|Paypal|2.56|332|S1IJB0WWNE|4078|8254|1704
35243060|10%OFF|Multi-Use Personal|2019-07-12 09:51:19.000000|Gabrielle Payne|3|0.00|mobile-app|Paypal|2.00|380|BARWHGCS4F|4024|8652|645
33809751|5%OFF|One-time Personal|2018-09-15 16:38:08.000000|Yvonne Taylor|5|0.10|drive-thru|Cash|1.10|76|C6EGL1RJOO|4075|8363|1718
33720981|BOGO|One-time Personal|2018-05-11 14:03:19.000000|Max Kelly|2|1.20|in-store|Apple Pay|2.20|109|91SDRT2UOG|4074|8297|3927
